,0,tweetID,tweetText,tweetRetweetCt,tweetFavoriteCt,searchQueryource,tweetCreated,tweetCoordinates,tweetentities,userID,userScreen,userName,userCreateDt,userDesc,userFollowerCt,userFriendsCt,userLocation,userTimezone,Tokens3,Tokenslimpios,Tokenslimpios2,Tokenslimpios3
31,"Se eliminarán las pensiones millonarias a los expresidentes. Se acabarán fueros y privilegios.

https://t.co/uBwcueNVTK",950430107931463682,"Se eliminarán las pensiones millonarias a los expresidentes. Se acabarán fueros y privilegios.

https://t.co/uBwcueNVTK",3710,8654,Twitter for iPhone,2018-01-08 18:12:50,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/uBwcueNVTK', u'indices': [96, 119], u'expanded_url': u'https://youtu.be/iUwJJ3mPflQ', u'display_url': u'youtu.be/iUwJJ3mPflQ'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,"se eliminarán las pensiones millonarias a los expresidentes. se acabarán fueros y privilegios.

https://t.co/ubwcuenvtk","se eliminarán las pensiones millonarias a los expresidentes se acabarán fueros y privilegios

httpstcoubwcuenvtk","[se, eliminarán, las, pensiones, millonarias, a, los, expresidentes, se, acabarán, fueros, y, privilegios, httpstcoubwcuenvtk]","[eliminarán, pensiones, millonarias, expresidentes, acabarán, fueros, privilegios, httpstcoubwcuenvtk]"
32,Se aplicará una política de austeridad republicana https://t.co/MwswQbGpO3,950060137481424896,Se aplicará una política de austeridad republicana https://t.co/MwswQbGpO3,1506,3451,Twitter for iPhone,2018-01-07 17:42:42,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/MwswQbGpO3', u'indices': [51, 74], u'expanded_url': u'https://youtu.be/jpjo8OivYpI', u'display_url': u'youtu.be/jpjo8OivYpI'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,se aplicará una política de austeridad republicana https://t.co/mwswqbgpo3,se aplicará una política de austeridad republicana httpstcomwswqbgpo3,"[se, aplicará, una, política, de, austeridad, republicana, httpstcomwswqbgpo, 3]","[aplicará, política, austeridad, republicana, httpstcomwswqbgpo, 3]"
33,No seré mediocre ni mucho menos traidor a la patria. Aspiro a seguir el ejemplo de los grandes presidentes de Méxic… https://t.co/yxxCBcaEDP,949742753478533120,No seré mediocre ni mucho menos traidor a la patria. Aspiro a seguir el ejemplo de los grandes presidentes de Méxic… https://t.co/yxxCBcaEDP,3201,7229,Twitter for iPhone,2018-01-06 20:41:32,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/yxxCBcaEDP', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/949742753478533120', u'display_url': u'twitter.com/i/web/status/9…'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,no seré mediocre ni mucho menos traidor a la patria. aspiro a seguir el ejemplo de los grandes presidentes de méxic… https://t.co/yxxcbcaedp,no seré mediocre ni mucho menos traidor a la patria aspiro a seguir el ejemplo de los grandes presidentes de méxic… httpstcoyxxcbcaedp,"[no, seré, mediocre, ni, mucho, menos, traidor, a, la, patria, aspiro, a, seguir, el, ejemplo, de, los, grandes, presidentes, de, méxic, …, httpstcoyxxcbcaedp]","[mediocre, menos, traidor, patria, aspiro, seguir, ejemplo, grandes, presidentes, méxic, …, httpstcoyxxcbcaedp]"
34,"Así como en Xoxocotla, estuvieron todos los actos de la gira de dos días por Morelos https://t.co/gNaQYuaAi2",949440769269448704,"Así como en Xoxocotla, estuvieron todos los actos de la gira de dos días por Morelos https://t.co/gNaQYuaAi2",1679,3791,Twitter for iPhone,2018-01-06 00:41:33,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/lopezobrador_/status/949440769269448704/video/1', u'display_url': u'pic.twitter.com/gNaQYuaAi2', u'url': u'https://t.co/gNaQYuaAi2', u'media_url_https': u'https://pbs.twimg.com/ext_tw_video_thumb/949440637090189312/pu/img/x_wOW5olSHECub_V.jpg', u'id_str': u'949440637090189312', u'sizes': {u'small': {u'h': 372, u'resize': u'fit', u'w': 680}, u'large': {u'h': 464, u'resize': u'fit', u'w': 848}, u'medium': {u'h': 464, u'resize': u'fit', u'w': 848}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [85, 108], u'type': u'photo', u'id': 949440637090189312, u'media_url': u'http://pbs.twimg.com/ext_tw_video_thumb/949440637090189312/pu/img/x_wOW5olSHECub_V.jpg'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,"así como en xoxocotla, estuvieron todos los actos de la gira de dos días por morelos https://t.co/gnaqyuaai2",así como en xoxocotla estuvieron todos los actos de la gira de dos días por morelos httpstcognaqyuaai2,"[así, como, en, xoxocotla, estuvieron, todos, los, actos, de, la, gira, de, dos, días, por, morelos, httpstcognaqyuaai, 2]","[así, xoxocotla, actos, gira, dos, días, morelos, httpstcognaqyuaai, 2]"
35,"Atenderé personalmente y todos los días, desde las 6 am, el grave problema de la violencia. Será secretario de Segu… https://t.co/kgJLJQ8zRV",949083236008787970,"Atenderé personalmente y todos los días, desde las 6 am, el grave problema de la violencia. Será secretario de Segu… https://t.co/kgJLJQ8zRV",3588,8575,Twitter for Android,2018-01-05 01:00:51,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/kgJLJQ8zRV', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/949083236008787970', u'display_url': u'twitter.com/i/web/status/9…'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,"atenderé personalmente y todos los días, desde las 6 am, el grave problema de la violencia. será secretario de segu… https://t.co/kgjljq8zrv",atenderé personalmente y todos los días desde las 6 am el grave problema de la violencia será secretario de segu… httpstcokgjljq8zrv,"[atenderé, personalmente, y, todos, los, días, desde, las, 6, am, el, grave, problema, de, la, violencia, será, secretario, de, segu, …, httpstcokgjljq, 8zrv]","[atenderé, personalmente, días, 6, am, grave, problema, violencia, secretario, segu, …, httpstcokgjljq, 8zrv]"
36,Mañana doy a conocer a quien será el secretario de Seguridad Pública del nuevo gobierno democrático de México. https://t.co/XOmteZdSjm,948599059077414913,Mañana doy a conocer a quien será el secretario de Seguridad Pública del nuevo gobierno democrático de México. https://t.co/XOmteZdSjm,1781,4678,Twitter for iPhone,2018-01-03 16:56:54,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/XOmteZdSjm', u'indices': [111, 134], u'expanded_url': u'https://youtu.be/pRPQCL7pv_8', u'display_url': u'youtu.be/pRPQCL7pv_8'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,mañana doy a conocer a quien será el secretario de seguridad pública del nuevo gobierno democrático de méxico. https://t.co/xomtezdsjm,mañana doy a conocer a quien será el secretario de seguridad pública del nuevo gobierno democrático de méxico httpstcoxomtezdsjm,"[mañana, doy, a, conocer, a, quien, será, el, secretario, de, seguridad, pública, del, nuevo, gobierno, democrático, de, méxico, httpstcoxomtezdsjm]","[mañana, doy, conocer, secretario, seguridad, pública, nuevo, gobierno, democrático, méxico, httpstcoxomtezdsjm]"
37,"Nuestra lucha tiene como antecedente las tres grandes transformaciones de nuestro país: La Independencia, Reforma y… https://t.co/PK9qT4P5eA",948289665538371590,"Nuestra lucha tiene como antecedente las tres grandes transformaciones de nuestro país: La Independencia, Reforma y… https://t.co/PK9qT4P5eA",2560,5428,Twitter for iPhone,2018-01-02 20:27:29,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/PK9qT4P5eA', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/948289665538371590', u'display_url': u'twitter.com/i/web/status/9…'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,"nuestra lucha tiene como antecedente las tres grandes transformaciones de nuestro país: la independencia, reforma y… https://t.co/pk9qt4p5ea",nuestra lucha tiene como antecedente las tres grandes transformaciones de nuestro país la independencia reforma y… httpstcopk9qt4p5ea,"[nuestra, lucha, tiene, como, antecedente, las, tres, grandes, transformaciones, de, nuestro, país, la, independencia, reforma, y, …, httpstcopk, 9qt4p5ea]","[lucha, antecedente, tres, grandes, transformaciones, país, independencia, reforma, …, httpstcopk, 9qt4p5ea]"
38,Deseamos que el 2018 sea el año del renacimiento de México. ¡Felicidades! https://t.co/A7QVNaN2ig,947851959557640192,Deseamos que el 2018 sea el año del renacimiento de México. ¡Felicidades! https://t.co/A7QVNaN2ig,2597,6970,Twitter for iPhone,2018-01-01 15:28:12,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/A7QVNaN2ig', u'indices': [74, 97], u'expanded_url': u'https://youtu.be/yGwT9xtgI5o', u'display_url': u'youtu.be/yGwT9xtgI5o'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,deseamos que el 2018 sea el año del renacimiento de méxico. ¡felicidades! https://t.co/a7qvnan2ig,deseamos que el 2018 sea el año del renacimiento de méxico ¡felicidades httpstcoa7qvnan2ig,"[deseamos, que, el, 2018, sea, el, año, del, renacimiento, de, méxico, ¡, felicidades, httpstcoa, 7qvnan2ig]","[deseamos, 2018, año, renacimiento, méxico, ¡, felicidades, httpstcoa, 7qvnan2ig]"
39,Con el nuevo gobierno democrático privatizar no será sinónimo de robar. https://t.co/WOimDB083S,947520020598394880,Con el nuevo gobierno democrático privatizar no será sinónimo de robar. https://t.co/WOimDB083S,1569,3507,Twitter for iPhone,2017-12-31 17:29:11,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/WOimDB083S', u'indices': [72, 95], u'expanded_url': u'https://youtu.be/n6JF5hCMzt4', u'display_url': u'youtu.be/n6JF5hCMzt4'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,con el nuevo gobierno democrático privatizar no será sinónimo de robar. https://t.co/woimdb083s,con el nuevo gobierno democrático privatizar no será sinónimo de robar httpstcowoimdb083s,"[con, el, nuevo, gobierno, democrático, privatizar, no, será, sinónimo, de, robar, httpstcowoimdb, 083s]","[nuevo, gobierno, democrático, privatizar, sinónimo, robar, httpstcowoimdb, 083s]"
40,"Impulsaremos el turismo en Quintana Roo, en esta región hay un crecimiento del 6 por ciento anual y por ello han ll… https://t.co/mTTGcfZemC",947180133504507910,"Impulsaremos el turismo en Quintana Roo, en esta región hay un crecimiento del 6 por ciento anual y por ello han ll… https://t.co/mTTGcfZemC",1747,3837,Twitter for iPhone,2017-12-30 18:58:36,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/mTTGcfZemC', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/947180133504507910', u'display_url': u'twitter.com/i/web/status/9…'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,"impulsaremos el turismo en quintana roo, en esta región hay un crecimiento del 6 por ciento anual y por ello han ll… https://t.co/mttgcfzemc",impulsaremos el turismo en quintana roo en esta región hay un crecimiento del 6 por ciento anual y por ello han ll… httpstcomttgcfzemc,"[impulsaremos, el, turismo, en, quintana, roo, en, esta, región, hay, un, crecimiento, del, 6, por, ciento, anual, y, por, ello, han, ll, …, httpstcomttgcfzemc]","[impulsaremos, turismo, quintana, roo, región, crecimiento, 6, ciento, anual, ello, ll, …, httpstcomttgcfzemc]"
41,Hoy hablé de recuperar la vocación forestal y rescatar la zona arrocera de Campeche; de la construcción del  tren t… https://t.co/WxaFoWv3Qy,946894656461094913,Hoy hablé de recuperar la vocación forestal y rescatar la zona arrocera de Campeche; de la construcción del  tren t… https://t.co/WxaFoWv3Qy,2134,4631,Twitter for iPhone,2017-12-30 00:04:13,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/WxaFoWv3Qy', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/946894656461094913', u'display_url': u'twitter.com/i/web/status/9…'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,hoy hablé de recuperar la vocación forestal y rescatar la zona arrocera de campeche; de la construcción del  tren t… https://t.co/wxafowv3qy,hoy hablé de recuperar la vocación forestal y rescatar la zona arrocera de campeche de la construcción del  tren t… httpstcowxafowv3qy,"[hoy, hablé, de, recuperar, la, vocación, forestal, y, rescatar, la, zona, arrocera, de, campeche, de, la, construcción, del, tren, t, …, httpstcowxafowv, 3qy]","[hoy, hablé, recuperar, vocación, forestal, rescatar, zona, arrocera, campeche, construcción, tren, t, …, httpstcowxafowv, 3qy]"
42,"Es un timbre de orgullo contar con el apoyo de mis paisanos. Acompañé a Adán Augusto López, precandidato a gobernad… https://t.co/JAH0yxWRyd",946546032191483904,"Es un timbre de orgullo contar con el apoyo de mis paisanos. Acompañé a Adán Augusto López, precandidato a gobernad… https://t.co/JAH0yxWRyd",1733,4098,Twitter for iPhone,2017-12-29 00:58:54,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/JAH0yxWRyd', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/946546032191483904', u'display_url': u'twitter.com/i/web/status/9…'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,"es un timbre de orgullo contar con el apoyo de mis paisanos. acompañé a adán augusto lópez, precandidato a gobernad… https://t.co/jah0yxwryd",es un timbre de orgullo contar con el apoyo de mis paisanos acompañé a adán augusto lópez precandidato a gobernad… httpstcojah0yxwryd,"[es, un, timbre, de, orgullo, contar, con, el, apoyo, de, mis, paisanos, acompañé, a, adán, augusto, lópez, precandidato, a, gobernad, …, httpstcojah, 0yxwryd]","[timbre, orgullo, contar, apoyo, paisanos, acompañé, adán, augusto, lópez, precandidato, gobernad, …, httpstcojah, 0yxwryd]"
43,Tengo mi residencia temporal en Palenque y estoy de gira en Tabasco https://t.co/MfnPAqtAvc,946442701989433345,Tengo mi residencia temporal en Palenque y estoy de gira en Tabasco https://t.co/MfnPAqtAvc,909,2300,Twitter for iPhone,2017-12-28 18:08:18,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/MfnPAqtAvc', u'indices': [68, 91], u'expanded_url': u'https://youtu.be/VgxrdFBEM3g', u'display_url': u'youtu.be/VgxrdFBEM3g'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,tengo mi residencia temporal en palenque y estoy de gira en tabasco https://t.co/mfnpaqtavc,tengo mi residencia temporal en palenque y estoy de gira en tabasco httpstcomfnpaqtavc,"[tengo, mi, residencia, temporal, en, palenque, y, estoy, de, gira, en, tabasco, httpstcomfnpaqtavc]","[residencia, temporal, palenque, gira, tabasco, httpstcomfnpaqtavc]"
44,Estoy en Tabasco y me siento como pez en el agua https://t.co/BEDALzOW8z,946202002341507072,Estoy en Tabasco y me siento como pez en el agua https://t.co/BEDALzOW8z,1258,3740,Twitter for iPhone,2017-12-28 02:11:51,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/BEDALzOW8z', u'indices': [49, 72], u'expanded_url': u'https://youtu.be/Os6EM1Ka8Ig', u'display_url': u'youtu.be/Os6EM1Ka8Ig'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,estoy en tabasco y me siento como pez en el agua https://t.co/bedalzow8z,estoy en tabasco y me siento como pez en el agua httpstcobedalzow8z,"[estoy, en, tabasco, y, me, siento, como, pez, en, el, agua, httpstcobedalzow, 8z]","[tabasco, siento, pez, agua, httpstcobedalzow, 8z]"
45,"""Soy del país del chocolate, primer día de Cortés y última noche de Cuauhtémoc"". Y mis paisanos saben que los mexic… https://t.co/8OdC1g7or2",946104723471568896,"""Soy del país del chocolate, primer día de Cortés y última noche de Cuauhtémoc"". Y mis paisanos saben que los mexic… https://t.co/8OdC1g7or2",2125,5011,Twitter for iPhone,2017-12-27 19:45:18,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/8OdC1g7or2', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/946104723471568896', u'display_url': u'twitter.com/i/web/status/9…'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,"""soy del país del chocolate, primer día de cortés y última noche de cuauhtémoc"". y mis paisanos saben que los mexic… https://t.co/8odc1g7or2",soy del país del chocolate primer día de cortés y última noche de cuauhtémoc y mis paisanos saben que los mexic… httpstco8odc1g7or2,"[soy, del, país, del, chocolate, primer, día, de, cortés, y, última, noche, de, cuauhtémoc, y, mis, paisanos, saben, que, los, mexic, …, httpstco, 8od, c1g7or2]","[país, chocolate, primer, día, cortés, última, noche, cuauhtémoc, paisanos, saben, mexic, …, httpstco, 8od, c1g7or2]"
46,"En mi tierra, en mi agua, hice el compromiso con el magisterio de cancelar la mal llamada reforma educativa. Acorda… https://t.co/ixksdpBu8L",945743019344502784,"En mi tierra, en mi agua, hice el compromiso con el magisterio de cancelar la mal llamada reforma educativa. Acorda… https://t.co/ixksdpBu8L",3331,6671,Twitter for iPhone,2017-12-26 19:48:01,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/ixksdpBu8L', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/945743019344502784', u'display_url': u'twitter.com/i/web/status/9…'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,"en mi tierra, en mi agua, hice el compromiso con el magisterio de cancelar la mal llamada reforma educativa. acorda… https://t.co/ixksdpbu8l",en mi tierra en mi agua hice el compromiso con el magisterio de cancelar la mal llamada reforma educativa acorda… httpstcoixksdpbu8l,"[en, mi, tierra, en, mi, agua, hice, el, compromiso, con, el, magisterio, de, cancelar, la, mal, llamada, reforma, educativa, acorda, …, httpstcoixksdpbu, 8l]","[tierra, agua, hice, compromiso, magisterio, cancelar, mal, llamada, reforma, educativa, acorda, …, httpstcoixksdpbu, 8l]"
47,¡Feliz Navidad! https://t.co/VDQtsMW1Vf,945092453937246208,¡Feliz Navidad! https://t.co/VDQtsMW1Vf,2217,5535,Twitter for Android,2017-12-25 00:42:54,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/lopezobrador_/status/945092453937246208/video/1', u'display_url': u'pic.twitter.com/VDQtsMW1Vf', u'url': u'https://t.co/VDQtsMW1Vf', u'media_url_https': u'https://pbs.twimg.com/ext_tw_video_thumb/945091578762117121/pu/img/ZfY6gk_LIifmL7h3.jpg', u'id_str': u'945091578762117121', u'sizes': {u'small': {u'h': 372, u'resize': u'fit', u'w': 680}, u'large': {u'h': 464, u'resize': u'fit', u'w': 848}, u'medium': {u'h': 464, u'resize': u'fit', u'w': 848}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [16, 39], u'type': u'photo', u'id': 945091578762117121, u'media_url': u'http://pbs.twimg.com/ext_tw_video_thumb/945091578762117121/pu/img/ZfY6gk_LIifmL7h3.jpg'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,¡feliz navidad! https://t.co/vdqtsmw1vf,¡feliz navidad httpstcovdqtsmw1vf,"[¡, feliz, navidad, httpstcovdqtsmw, 1vf]","[¡, feliz, navidad, httpstcovdqtsmw, 1vf]"
48,"Al triunfo de nuestro movimiento, respetando los derechos de los trabajadores, vamos a desaparecer el Cisen, la ofi… https://t.co/9kk2m711PM",944665296920547328,"Al triunfo de nuestro movimiento, respetando los derechos de los trabajadores, vamos a desaparecer el Cisen, la ofi… https://t.co/9kk2m711PM",2732,5292,Twitter for iPhone,2017-12-23 20:25:32,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/9kk2m711PM', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/944665296920547328', u'display_url': u'twitter.com/i/web/status/9…'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,"al triunfo de nuestro movimiento, respetando los derechos de los trabajadores, vamos a desaparecer el cisen, la ofi… https://t.co/9kk2m711pm",al triunfo de nuestro movimiento respetando los derechos de los trabajadores vamos a desaparecer el cisen la ofi… httpstco9kk2m711pm,"[al, triunfo, de, nuestro, movimiento, respetando, los, derechos, de, los, trabajadores, vamos, a, desaparecer, el, cisen, la, ofi, …, httpstco, 9kk2m711pm]","[triunfo, movimiento, respetando, derechos, trabajadores, vamos, desaparecer, cisen, ofi, …, httpstco, 9kk2m711pm]"
49,Informe de los apoyos entregados a los damnificados de los sismos https://t.co/9hWj9X1fkm,944411615662919682,Informe de los apoyos entregados a los damnificados de los sismos https://t.co/9hWj9X1fkm,1241,2086,Twitter for iPhone,2017-12-23 03:37:30,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/9hWj9X1fkm', u'indices': [66, 89], u'expanded_url': u'https://youtu.be/UR2uuyCCaNw', u'display_url': u'youtu.be/UR2uuyCCaNw'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,informe de los apoyos entregados a los damnificados de los sismos https://t.co/9hwj9x1fkm,informe de los apoyos entregados a los damnificados de los sismos httpstco9hwj9x1fkm,"[informe, de, los, apoyos, entregados, a, los, damnificados, de, los, sismos, httpstco, 9hwj9x1fkm]","[informe, apoyos, entregados, damnificados, sismos, httpstco, 9hwj9x1fkm]"
50,Ayúdennos a levantar un censo de obras inconclusas para elaborar un programa de rehabilitación que nos permita conc… https://t.co/1jw6hGQU8z,943899668685185030,Ayúdennos a levantar un censo de obras inconclusas para elaborar un programa de rehabilitación que nos permita conc… https://t.co/1jw6hGQU8z,3441,5382,Twitter for iPhone,2017-12-21 17:43:12,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/1jw6hGQU8z', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/943899668685185030', u'display_url': u'twitter.com/i/web/status/9…'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,ayúdennos a levantar un censo de obras inconclusas para elaborar un programa de rehabilitación que nos permita conc… https://t.co/1jw6hgqu8z,ayúdennos a levantar un censo de obras inconclusas para elaborar un programa de rehabilitación que nos permita conc… httpstco1jw6hgqu8z,"[ayúdennos, a, levantar, un, censo, de, obras, inconclusas, para, elaborar, un, programa, de, rehabilitación, que, nos, permita, conc, …, httpstco, 1jw6hgqu8z]","[ayúdennos, levantar, censo, obras, inconclusas, elaborar, programa, rehabilitación, permita, conc, …, httpstco, 1jw6hgqu8z]"
51,"El voto es de quién lo trabaja. Ayer Huautla, Jalapa de Díaz y Loma Bonita, Oaxaca; hoy San Felipe Orizatlán, Tlanc… https://t.co/JXrRmCtH5J",943669817944526848,"El voto es de quién lo trabaja. Ayer Huautla, Jalapa de Díaz y Loma Bonita, Oaxaca; hoy San Felipe Orizatlán, Tlanc… https://t.co/JXrRmCtH5J",1858,4475,Twitter for Android,2017-12-21 02:29:51,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/JXrRmCtH5J', u'indices': [117, 140], u'expanded_url': u'https://twitter.com/i/web/status/943669817944526848', u'display_url': u'twitter.com/i/web/status/9…'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,"el voto es de quién lo trabaja. ayer huautla, jalapa de díaz y loma bonita, oaxaca; hoy san felipe orizatlán, tlanc… https://t.co/jxrrmcth5j",el voto es de quién lo trabaja ayer huautla jalapa de díaz y loma bonita oaxaca hoy san felipe orizatlán tlanc… httpstcojxrrmcth5j,"[el, voto, es, de, quién, lo, trabaja, ayer, huautla, jalapa, de, díaz, y, loma, bonita, oaxaca, hoy, san, felipe, orizatlán, tlanc, …, httpstcojxrrmcth, 5j]","[voto, quién, trabaja, ayer, huautla, jalapa, díaz, loma, bonita, oaxaca, hoy, san, felipe, orizatlán, tlanc, …, httpstcojxrrmcth, 5j]"
52,"Si de emplazamientos se trata, sería bueno que Meade explicara por qué ordenó el gasolinazo. https://t.co/xrfrtQ6sVr",943256975713845248,"Si de emplazamientos se trata, sería bueno que Meade explicara por qué ordenó el gasolinazo. https://t.co/xrfrtQ6sVr",3529,5559,Twitter for iPhone,2017-12-19 23:09:22,,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/lopezobrador_/status/943256975713845248/photo/1', u'display_url': u'pic.twitter.com/xrfrtQ6sVr', u'url': u'https://t.co/xrfrtQ6sVr', u'media_url_https': u'https://pbs.twimg.com/media/DRcfOCzV4AEyNEB.jpg', u'id_str': u'943256973088251905', u'sizes': {u'large': {u'h': 705, u'resize': u'fit', u'w': 1280}, u'small': {u'h': 375, u'resize': u'fit', u'w': 680}, u'medium': {u'h': 661, u'resize': u'fit', u'w': 1200}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [93, 116], u'type': u'photo', u'id': 943256973088251905, u'media_url': u'http://pbs.twimg.com/media/DRcfOCzV4AEyNEB.jpg'}]}",82119937,lopezobrador_,Andrés Manuel,2009-10-13 15:28:01,Precandidato a la Presidencia de la República,3488682,84,México,Mexico City,"si de emplazamientos se trata, sería bueno que meade explicara por qué ordenó el gasolinazo. https://t.co/xrfrtq6svr",si de emplazamientos se trata sería bueno que meade explicara por qué ordenó el gasolinazo httpstcoxrfrtq6svr,"[si, de, emplazamientos, se, trata, sería, bueno, que, meade, explicara, por, qué, ordenó, el, gasolinazo, httpstcoxrfrtq, 6svr]","[si, emplazamientos, trata, bueno, meade, explicara, ordenó, gasolinazo, httpstcoxrfrtq, 6svr]"
